"AcceptingNewPatients","Accessibility","AccountID","AccountName","ActiveMHDesignation","ActiveRSSOLicense","ActiveSUDLicense","AddressOneLine","CommunityMentalHealthCenter","CommunityMentalHealthClinic","DUIDWI","DisplayName","Fees","HideAddress","HoursofOperationFriday","HoursofOperationMonday","HoursofOperationSaturday","HoursofOperationSunday","HoursofOperationThursday","HoursofOperationTuesday","HoursofOperationWednesday","LanguagesSpoken","MentalHealthSettings","OffersTelehealth","OpioidTreatmentPrograms","Phone","PopulationServed","ProviderDirectoryFormModifiedDate","ProviderLocationDisplayLabel","RSSOServicesProvided","SubstanceUseServices","TelehealthRestrictions","Website","lat","lon"
"","Wheelchair","0016100001HA41PAAT","Hands Up Counseling, LLC - Academy","0","0","1","3100 N. Academy Blvd, # 113, Colorado Springs, CO 80917","0","0","1","Hands Up Counseling, LLC","","0","2:00PM - 8:00PM","2:00PM - 8:00PM","9:30AM - 12:00PM","","2:00PM - 8:00PM","2:00PM - 8:00PM","2:00PM - 8:00PM","English; Spanish","","","0","(719) 572-1844","HIV; LGBTQIA+; Men; Military; Older Adults; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","7/18/2022 10:05 AM","3100 N. Academy Blvd, # 113_BR_ENCODED_Colorado Springs, CO 80917","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","https://www.handsupcounseling.com/","38.8767016","-104.7574096"
"","","0016100001HA42hAAD","Gateway Residential Program - Delta","0","0","0","3346 Ash Mesa Road, Delta, CO 81416","0","0","0","Gateway Delta","Medicaid","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English; Spanish","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(970) 209-8691","Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System","11/28/2022 3:51 PM","3346 Ash Mesa Road_BR_ENCODED_Delta, CO 81416","","","","https://www.gateway-res.org/","38.7028745","-108.0453477"
"","Deaf/Hard of Hearing","0016100001HA42fAAD","Griffith Centers for Children - Farragut","1","0","0","17 North Farragut Avenue, Colorado Springs, CO 80909","0","0","0","Griffith Centers for Children - Colorado Springs (Farragut Ave) - Residential","Medicaid","0","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","English; Spanish","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(719) 636-2122","Youth","6/1/2022 3:34 PM","17 North Farragut Avenue_BR_ENCODED_Colorado Springs, CO 80909","","","","Griffithcenters.org","38.8514966","-104.7983155"
"","","0014M00002G0ezbQAB","Griffith Centers for Children- Grand Junction","1","0","0","1130 Belford Ave, Grand Junction, CO 81501","0","1","0","Griffith Centers for Children - Grand Junction","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Outpatient; Day Treatment; Community Mental Health Clinic","","0","720-656-1203","","7/18/2022 9:45 AM","1130 Belford Ave_BR_ENCODED_Grand Junction, CO 81501","","","","https://griffithcenters.org/","39.0766387","-108.5535286"
"","","0014M00001oRynrQAC","Griffith Centers for Children","1","0","0","17 Farragut Ave, Colorado Springs, Colorado 80909","0","1","0","Griffith Centers for Children - Colorado Springs (Farragut Ave) - Outpatient","Medicaid; Private Insurance","0","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","English; Spanish","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(719) 327-2055","LGBTQIA+; Youth; Minors/Adolescents; Clients referred from Court/Judicial System","6/1/2022 3:32 PM","17 Farragut Ave_BR_ENCODED_Colorado Springs, Colorado 80909","","","","www.griffithcenters.org","38.833686","-104.7972665"
"","","0014M00002Fz0hRQAR","Griffith Centers for Children- Greeley","1","0","0","710 11th Avenue, Greeley, CO 80632","0","1","0","Griffith Centers for Children- Greeley","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Outpatient; Day Treatment; Community Mental Health Clinic","","0","3036551203","","7/18/2022 9:46 AM","710 11th Avenue_BR_ENCODED_Greeley, CO 80632","","","","https://griffithcenters.org/","40.425388","-104.6956158"
"","","0014M000026s8FNQAY","Griffith Centers for Children-Austin Bluffs","1","0","0","3055 Austin Bluffs Pkwy, Colorado Springs, CO 80918","0","1","0","Griffith Centers for Children- Colorado Springs (Austin Bluffs Pkwy)","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Outpatient; Day Treatment; Community Mental Health Clinic","","0","303-656-1203","","7/18/2022 9:47 AM","3055 Austin Bluffs Pkwy_BR_ENCODED_Colorado Springs, CO 80918","","","","https://griffithcenters.org/","38.8892551","-104.7718762"
"","","0014M00001q2QvTQAU","Griffith Centers for Children - Bannock","1","0","0","10190 Bannock Street, Suite 120, Northglenn, CO 80260","0","1","0","Griffith Centers for Children - Northglenn","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 237-6865","","7/18/2022 9:48 AM","10190 Bannock Street, Suite 120_BR_ENCODED_Northglenn, CO 80260","","","","https://griffithcenters.org/","39.8809285","-104.9889496"
"","Visually Impaired; Wheelchair","0016100001HA3uQAAT","Jefferson Hills- Lakewood","1","0","1","421 Zang street, Lakewood, CO 80228","0","0","0","Jefferson Hills","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility","","0","(303) 989-4357","HIV; Homeless; LGBTQIA+; Youth; Minors/Adolescents; American Indian","5/19/2022 10:42 AM","421 Zang street_BR_ENCODED_Lakewood, CO 80228","","Outpatient; Intensive Outpatient; Youth Treatment; Clinically Managed Low Intensity Residential Services","","https://jeffersonhills.org/","39.724186","-105.1459059"
"","Wheelchair","0016100001HA3rvAAD","A New Perspective Counseling Centers PC - Eisenhower","0","0","1","2017 W. Eisenhower Blvd, Loveland CO, CO 80537","0","0","1","A New Perspective Counseling Centers, PC - Loveland","Self Pay; Sliding Fee Scale","0","9:00AM - 6:00PM","9:00AM - 6:00PM","","","9:00AM - 6:00PM","9:00AM - 6:00PM","9:00AM - 6:00PM","English","","","0","(970) 412-8705","Men; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System","6/6/2022 10:12 PM","2017 W. Eisenhower Blvd_BR_ENCODED_Loveland CO, CO 80537","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","anewperspective.com","40.4076873","-105.1055907"
"","Wheelchair","0016100001HA3gdAAD","A New Perspective Counseling Centers PC - McHugh","0","0","1","1004 McHugh St, Fort Collins, CO 80524","0","0","1","A New Perspective Counseling Centers, PC - Fort Collins","Self Pay; Sliding Fee Scale","0","","11:00AM - 5:00PM","","","2:00PM - 6:00PM","","","English","","","0","(970) 412-8705","Men; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System","6/6/2022 10:14 PM","1004 McHugh St_BR_ENCODED_Fort Collins, CO 80524","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","anewperspective.com","40.5740613","-105.0532528"
"","Wheelchair","0016100001HA3g1AAD","Denver Family Therapy Center Inc - Independence","0","0","1","4891 Independence St, Suite165, Wheat Ridge, CO 80033","0","1","0","Denver Family Therapy Center - Adolescent Substance Abuse Program","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","10:00AM - 6:00PM","10:00AM - 8:00PM","9:00AM - 4:00PM","","10:00AM - 8:00PM","10:00AM - 8:00PM","10:00AM - 8:00PM","English; Spanish","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 456-0600","Youth; Minors/Adolescents; Clients referred from Court/Judicial System","6/2/2022 12:33 PM","4891 Independence St, Suite165_BR_ENCODED_Wheat Ridge, CO 80033","","Outpatient; Intensive Outpatient; General Treatment; Youth Treatment","","www.denverfamilytherapycenter.com","39.7852527","-105.1057049"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3lEAAT","Valley Hope of Denver","0","0","1","7108 S Alton Way, Bldg A, Centennial, CO 80112","0","0","0","Valley Hope of Denver","Medicaid; Private Insurance; Self Pay","0","8:00AM - 10:00PM","8:00AM - 10:00PM","","","8:00AM - 10:00PM","8:00AM - 10:00PM","8:00AM - 10:00PM","English","","","0","(303) 694-3829","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Clients referred from Court/Judicial System; American Indian","10/7/2022 11:03 AM","7108 S Alton Way, Bldg A_BR_ENCODED_Centennial, CO 80112","","Outpatient; Intensive Outpatient; General Treatment","","valleyhope.org","39.5877027","-104.8815384"
"","Wheelchair","0016100001HA3lMAAT","Valley Hope of Parker","0","0","1","22422 East Main St., Parker, Colorado 80138","0","0","0","Valley Hope of Parker","Private Insurance; Self Pay","0","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","5:00AM - 5:00AM","English","","No Telehealth Available","0","(303) 841-7857","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Clients referred from Court/Judicial System; American Indian","6/21/2022 12:00 PM","22422 East Main St._BR_ENCODED_Parker, Colorado 80138","","General Treatment; Medically Monitored Intensive Residential Treatment; Medically Monitored Inpatient Detoxification","","valleyhope.org","39.5180594","-104.7371091"
"","Wheelchair","0014M00001oSGGpQAO","New Directions for Families - Berry","0","0","1","445 W. Berry Avenue, Littleton, Colorado 80120","0","0","0","New Directions for Families","Medicaid; Self Pay; Sliding Fee Scale","0","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","5:00AM - 12:00AM","English","","No Telehealth Available","0","(720) 623-0747","Pregnant Person; Women","5/22/2022 11:01 AM","445 W. Berry Avenue_BR_ENCODED_Littleton, Colorado 80120","","Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Clinically Managed High Intensity Residential Services","","valleyhope.org","39.6174065","-104.9937612"
"","","0016100001HA3myAAD","ComCor, Inc. - Roberts","0","0","1","3615 Roberts Road, Colorado Springs, CO 80907","0","0","0","ComCor, Inc. Choices","","0","7:00AM - 5:30PM","7:00AM - 5:30PM","","","7:00AM - 5:30PM","7:00AM - 5:30PM","7:00AM - 5:30PM","English","","","0","(719) 473-4460 Ext. 903","Offender","6/22/2022 2:50 PM","3615 Roberts Road_BR_ENCODED_Colorado Springs, CO 80907","","Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","www.comcor.org","38.8835923","-104.8176691"
"","","0016100001HA3lBAAT","CATS, LLC-West 11th","0","0","1","2619 West 11th St. Rd,, Ste 17, Greeley, CO 80634","0","0","1","Certified Addiction Treatment for Substances","Self Pay; Sliding Fee Scale","0","","10:00AM - 7:30PM","","","1:00PM - 8:30PM","9:00AM - 7:30PM","9:00AM - 8:30PM","English","","","0","(970) 351-0248","Offender; Clients referred from Court/Judicial System","6/22/2022 12:00 PM","2619 West 11th St. Rd,, Ste 17_BR_ENCODED_Greeley, CO 80634","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","catsllc.biz","40.4213025","-104.7237026"
"","Wheelchair","0016100001HA3h8AAD","Mesa County Criminal Justice Services - 636 South","0","0","1","636 South Ave, Grand Junction, Colorado 81501","0","0","0","Mesa County Criminal Justice Services - Grand Junction (636 South Ave)","Self Pay; Sliding Fee Scale","0","8:00AM - 8:00PM","9:00AM - 8:00PM","9:00AM - 8:00PM","9:00AM - 8:00PM","9:00AM - 8:00PM","9:00AM - 8:00PM","9:00AM - 8:00PM","English","","","0","(970) 244-3300","","7/18/2022 1:42 PM","636 South Ave_BR_ENCODED_Grand Junction, Colorado 81501","","Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","https://cjsd.mesacounty.us/","39.063723","-108.5621323"
"","","0016100001HA3z0AAD","Mesa County Criminal Justice Services - 7th Ave","0","0","1","436 S 7th Avenue, Grand Junction, CO 81501","0","0","0","Mesa County Criminal Justice Services - Grand Junction (7th Ave)","","0","","","","","","","","","","","0","(970) 244-3300","","7/18/2022 1:42 PM","436 S 7th Avenue_BR_ENCODED_Grand Junction, CO 81501","","Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","https://cjsd.mesacounty.us/","39.0636522","-108.5606481"
"","","0016100001HA3z1AAD","Mesa County Criminal Justice Services - 650 South","0","0","1","650 South Ave, Grand Junction, CO 81501","0","0","0","Mesa County Criminal Justice Services - Grand Junction (650 South Ave)","","0","","","","","","","","","","","0","(970) 244-3300","","7/18/2022 1:42 PM","650 South Ave_BR_ENCODED_Grand Junction, CO 81501","","Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","https://cjsd.mesacounty.us/","39.0636889","-108.5616221"
"","","0016100001HA3z2AAD","Mesa County Criminal Justice Services - Pitkin","0","0","1","559 Pitkin Avenue, Grand Junction, CO 81501","0","0","0","Mesa County Criminal Justice Services - Grand Junction (Pitkin Ave)","","0","","","","","","","","","","","0","(970) 244-3300","","7/18/2022 1:43 PM","559 Pitkin Avenue_BR_ENCODED_Grand Junction, CO 81501","","Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment","","https://cjsd.mesacounty.us/","39.064104","-108.562972"
"","","0014M00001sacg7QAA","Jaywalker Lodge - 35 N 7th St","0","0","1","35 North 7th Street, Carbondale, CO 81623","0","0","0","Jaywalker Lodge - Carbondale (7th St) - The Landing","Private Insurance; Self Pay","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English","","","0","(970) 704-9292","Men","7/18/2022 10:57 AM","35 North 7th Street_BR_ENCODED_Carbondale, CO 81623","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed High Intensity Residential Services","","https://www.jaywalkerlodge.com/","39.4008204","-107.214487"
"","","0016100001HA3jGAAT","Jaywalker Lodge, Inc. - 725 Main","0","0","1","725 Main Street, Carbondale, CO 81623","0","0","0","Jaywalker Lodge - Carbondale (725 Main Street)","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","","","0","(970) 704-9292","","7/18/2022 10:59 AM","725 Main Street_BR_ENCODED_Carbondale, CO 81623","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services","","https://www.jaywalkerlodge.com/","39.400746","-107.2147178"
"","","0016100001HA3jHAAT","Jaywalker Lodge, Inc. - 811 Main","0","0","1","811 Main Court, Carbondale, CO 81623","0","0","0","Jaywalker Lodge - Carbondale (811 Main Court)","Private Insurance; Self Pay","0","12:00AM - 12:00AM","12:00PM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","","","0","(970) 704-9292","Men","12/2/2022 9:02 AM","811 Main Court_BR_ENCODED_Carbondale, CO 81623","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services","","www.jaywalkerlodge.com","39.4007412","-107.2161721"
"","","0016100001HA3ehAAD","Jaywalker Lodge, Inc. - 734 Main","0","0","1","734 Main St, Carbondale, CO 81623","0","0","0","Jaywalker Lodge - Carbondale (734 Main St)","","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","","","0","(970) 704-9292","","7/18/2022 11:00 AM","734 Main St_BR_ENCODED_Carbondale, CO 81623","","Outpatient; Intensive Outpatient; General Treatment; Day Treatment (Partial Hospitalization); Clinically Managed Low Intensity Residential Services","","https://www.jaywalkerlodge.com/","39.4003368","-107.2146948"
"","Wheelchair","0016100001HA3mBAAT","Odyssey Counseling - Kipling","0","0","1","4251 Kipling Street, Suite 140, Wheat Ridge, CO 80033","0","0","1","Odyssey Counseling","Self Pay","0","11:00AM - 5:00PM","11:00AM - 5:00PM","11:00AM - 3:00PM","","11:00AM - 9:00PM","11:00AM - 9:00PM","11:00AM - 9:00PM","English","","","0","(303) 420-7898","","6/27/2022 11:22 AM","4251 Kipling Street, Suite 140_BR_ENCODED_Wheat Ridge, CO 80033","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System","","www.odysseycounseling.com","39.7759918","-105.1102727"
"yes","Wheelchair","0016100001HA3kNAAT","Counseling Center of the Rockies - South","0","0","1","4195 S Broadway, Englewood, CO 80113","0","0","1","Counseling Center of the Rockies - South","Medicaid; Self Pay; Sliding Fee Scale","0","1:00PM - 5:00PM","1:00PM - 5:00PM","","","1:00PM - 5:00PM","1:00PM - 5:00PM","1:00PM - 5:00PM","English","","Telehealth Available - With Restrictions","0","(303) 806-0933","Men; Women; Offender; Clients referred from Court/Judicial System","11/14/2022 8:22 PM","4195 S Broadway_BR_ENCODED_Englewood, CO 80113","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Level II Four Plus","","www.counselingcenteroftherockies.com","39.6405133","-104.988128"
